paperId,title,abstract,publicationYear,citations_within_3_years,citations_within_5_years,citationCount,referenceCount,venue,isOpenAccess,disclaimer,status,journal_name,publicationTypes,fieldsOfStudy,author_count,title_abstract_similarity
5d7f9907b6c829c717af648846ac5223983c09f8,What shapes eukaryotic transcriptional bursting?,"Isogenic cells in a common environment present a large degree of heterogeneity in gene expression. Part of this variability is attributed to transcriptional bursting: the stochastic activation and inactivation of promoters that leads to the discontinuous production of mRNA. The diversity in bursting patterns displayed by different genes suggests the existence of a connection between bursting and gene regulation. Experimental strategies such as single-molecule RNA FISH, MS2-GFP or short-lived protein reporters allow the quantification of transcriptional bursting and the comparison of bursting kinetics between conditions, allowing therefore the identification of molecular mechanisms modulating transcriptional bursting. In this review we recapitulate the impact on transcriptional bursting of different molecular aspects of transcription such as the chromatin environment, nucleosome occupancy, histone modifications, the number and affinity of regulatory elements, DNA looping and transcription factor availability. More specifically, we examine their role in tuning the burst size or the burst frequency. While some molecular mechanisms involved in transcription such as histone marks can affect every aspect of bursting, others predominantly influence the burst size (e.g. the number and affinity of cis-regulatory elements) or frequency (e.g. transcription factor availability).",2017.0,49,75,108,88,Molecular Biosystems,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1039/c7mb00154a?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1039/c7mb00154a, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,Molecular bioSystems,"Review, JournalArticle","Biology, Medicine",3,0.6052757
2519ff5a1551ad476f014861e8f21be04548622f,Heterogeneity in Colorectal Cancer: A Challenge for Personalized Medicine?,"High inter-patient variability and high spatial heterogeneity are features of colorectal cancer (CRC). This may influence the molecular characterization of tumor tissue, now mandatory for patients with metastatic CRC who are candidates for treatment with an anti-EGFR mAb, as false-negative results can occur, leading to non optimal therapy. Moreover, temporal molecular heterogeneity during treatment is known to influence the response to therapy and prognosis. We present a literature overview of advances made in characterizing molecular heterogeneity in CRC, underlining that the analysis of liquid biopsy could represent an efficient non-invasive tool to overcome the problem. We believe that understanding CRC heterogeneity is fundamental for a more accurate diagnosis, for selecting the best targets to ensure prolonged antitumor response, and for monitoring minimal residual disease and the onset of resistance to therapy, all essential components of successful personalized treatment.",2018.0,70,131,178,114,International Journal of Molecular Sciences,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6321493, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,International Journal of Molecular Sciences,"Review, JournalArticle","Medicine, Biology",6,0.7475394
37b147bdacb32090116d769fdbed1b5a839bb46e,Structure and dynamics of the yeast SWR1-nucleosome complex,"From DNA unwrapping to histone exchange The yeast SWR1 complex, a member of the INO80 family of nucleosome remodelers, exchanges the H2A-H2B histone dimer for the Htz1 variant–containing dimer. Unlike all other remodelers, SWR1 does not translocate the nucleosome. Willhoft et al. applied structural and single-molecule analyses to show that the interaction between SWR1 and the nucleosome destabilizes the DNA wrapped around the histone core. This SWR1-catalyzed partial unwrapping of the DNA was regulated by adenosine triphosphate (ATP) binding but did not require ATP hydrolysis. Science, this issue p. eaat7716 The yeast nucleosome remodeler SWR1 complex interacts with nucleosomes and induces conformational changes in the DNA wrap. INTRODUCTION Canonical nucleosomes contain two copies of each of four histone proteins: H2A, H2B, H3, and H4. However, variants of these histones can be inserted by adenosine triphosphate (ATP)–dependent chromatin-remodeling machines. The yeast SWR1 chromatin-remodeling complex, a member of the INO80 remodeler family, catalyzes the exchange of H2A-H2B dimers for dimers containing Htz1 (H2A.Z in human) in an ATP-dependent manner. However, the mechanism by which SWR1 exchanges histones is poorly understood. Despite having a DNA translocase subunit similar to that in the INO80 complex that slides nucleosomes, no net translocation of nucleosomes has been reported for SWR1. Consequently, the function of the ATPase activity, which is required for histone exchange in SWR1, has remained enigmatic. RATIONALE To obtain sufficient quantities for structural analysis, we generated the complete 14-subunit yeast SWR1 complex in insect cells. Binding of nucleosomes to SWR1 is stabilized in the presence of an ATP analog (ADP•BeF3), which we used to prepare a complex with a canonical yeast H2A-containing nucleosome. Structural analysis was undertaken by cryo–electron microscopy (cryo-EM). We also used single-molecule FRET (smFRET) techniques to probe the dynamics of nucleosomes bound to SWR1. Fluorescent probes were positioned on the H2A histones and the end of the DNA to monitor changes in nucleosome dynamics upon binding of SWR1 and ATP (or ATP analogs). RESULTS We determined the cryo-EM structure of the SWR1-nucleosome complex at 3.6-Å resolution. The architecture of the complex shows how the SWR1 complex is assembled around a heterohexameric core of the RuvBL1 and RuvBL2 subunits. The Swr1 motor subunit binds at superhelical location 2 (SHL2), a position it shares in common with other remodelers but not with its most closely related complex, INO80, which binds at SHL6-SHL7. Binding of ATP or ADP•BeF3 to the SWR1-nucleosome complex induces substantial unwrapping of the DNA wrap. Conformational changes in the motor domains of the Swr1 subunit drive a single–base pair translocation of the DNA wrap from the DNA entry site. The single–base pair DNA translocation accompanies conformational changes in the histone core that begin to destabilize the histone dimer interface. Using smFRET methods, we further probed these conformational changes to show how an increase in the dynamics of the SWR1-bound nucleosomes is dependent on binding of ATP but not hydrolysis. CONCLUSION The cryo-EM structure of the SWR1 complex bound to a nucleosome reveals details of the intricate interactions between components of the SWR1 complex and its nucleosome substrate. Interactions between the Swr1 motor domains and the DNA wrap at SHL2 distort the DNA, causing a bulge with concomitant translocation of the DNA by one base pair, coupled to conformational changes of the histone core that likely destabilize the dimer interface. Furthermore, partial unwrapping of the DNA from the histone core takes place upon binding of nucleosomes to the SWR1 complex. Single-molecule data monitor this unwrapping and show how the dynamics are altered by ATP binding prior to hydrolysis. Structure of the SWR1-nucleosome complex. (A) 3.6-Å SWR1-nucleosome map. (B) Binding of SWR1-ADP•BeF3 to the nucleosome induces multiple changes: (i) The DNA wrap is peeled away by ~2.5 turns, (ii) DNA is translocated by one base pair, and (iii) SHL2 is distorted as a consequence of motor domain closure. These distortions are a precursor to histone exchange and can be monitored by smFRET. The yeast SWR1 complex exchanges histone H2A in nucleosomes with Htz1 (H2A.Z in humans). The cryo–electron microscopy structure of the SWR1 complex bound to a nucleosome at 3.6-angstrom resolution reveals details of the intricate interactions between components of the SWR1 complex and its nucleosome substrate. Interactions between the Swr1 motor domains and the DNA wrap at superhelical location 2 distort the DNA, causing a bulge with concomitant translocation of the DNA by one base pair, coupled to conformational changes of the histone core. Furthermore, partial unwrapping of the DNA from the histone core takes place upon binding of nucleosomes to SWR1 complex. The unwrapping, as monitored by single-molecule data, is stabilized and has its dynamics altered by adenosine triphosphate binding but does not require hydrolysis.",2018.0,85,110,137,49,Science,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1126/science.aat7716?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1126/science.aat7716, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,Science,JournalArticle,"Medicine, Chemistry",11,0.7314159
84dc9f57dc93c2a831e39a7fdc8c569f973dba0d,Long non-coding RNA TUG1 is involved in cell growth and chemoresistance of small cell lung cancer by regulating LIMK2b via EZH2,"Taurine upregulated gene1 (TUG1) as a 7.1-kb lncRNA, has been shown to play an oncogenic role in various cancers. However, the biological functions of lncRNA TUG1 in small cell lung cancer (SCLC) remain unknown. The aim of this study is to explore the roles of TUG1 in cell growth and chemoresistance of SCLC and its possible molecular mechanism. The expression of TUG1 in thirty-three cases of SCLC tissues and SCLC cell line were examined by quantitative RT-PCR (qRT-PCR). The functional roles of TUG1 in SCLC were demonstrated by CCK8 assay, colony formation assay, wound healing assay and transwell assay, flow cytometry analysis and in vivo study through siRNA or shRNA mediated knockdown. Western blot assays were used to evaluate gene and protein expression in cell lines. Chromatin immunoprecipitation (ChIP) and RNA binding protein immunoprecipitation (RIP) were performed to confirm the molecular mechanism of TUG1 involved in cell growth and chemoresistance of small cell lung cancer. We found that TUG1 was overexpressed in SCLC tissues, and its expression was correlated with the clinical stage and the shorter survival time of SCLC patients. Moreover, downregulation of TUG1 expression could impair cell proliferation and increased cell sensitivity to anticancer drugs both in vitro and in vivo. We also discovered that TUG1 knockdown significantly promoted cell apoptosis and cell cycle arrest, and inhibited cell migration and invasion in vitro . We further demonstrated that TUG1 can regulate the expression of LIMK2b (a splice variant of LIM-kinase 2) via binding with enhancer of zeste homolog 2 (EZH2), and then promoted cell growth and chemoresistance of SCLC. Together, these results suggested that TUG1 mediates cell growth and chemoresistance of SCLC by regulating LIMK2b via EZH2.",2017.0,77,136,217,44,Molecular Cancer,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5223434, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Molecular Cancer,JournalArticle,"Biology, Medicine",7,0.71247506
f32e95459ed10dc46121cc75eb1323fa1bf15919,Pair-Breaking Collective Branch in BCS Superconductors and Superfluid Fermi Gases.,"We demonstrate the existence of a collective excitation branch in the pair-breaking continuum of superfluid Fermi gases and BCS superconductors. At zero temperature, we analytically continue the equation on the collective mode energy in Anderson's Random Phase Approximation or Gaussian fluctuations through its branch cut associated with the continuum, and obtain the full complex dispersion relation, including in the strong coupling regime. The branch exists as long as the chemical potential μ is positive and the wave number below sqrt[2mμ]/ℏ (with m the fermion mass). In the long wavelength limit, the branch varies quadratically with the wave number, with a complex effective mass that we compute analytically for an arbitrary interaction strength.",2018.0,16,23,37,39,Physical Review Letters,True,"Notice: Paper or abstract available at https://arxiv.org/abs/1805.02462, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GREEN,Physical review letters,JournalArticle,"Physics, Medicine",4,0.8221246
8c1413cea2a7863decffd1c58eb45e623a6485cf,"The Adaptive Mechanism of Plants to Iron Deficiency via Iron Uptake, Transport, and Homeostasis","Iron is an essential element for plant growth and development. While abundant in soil, the available Fe in soil is limited. In this regard, plants have evolved a series of mechanisms for efficient iron uptake, allowing plants to better adapt to iron deficient conditions. These mechanisms include iron acquisition from soil, iron transport from roots to shoots, and iron storage in cells. The mobilization of Fe in plants often occurs via chelating with phytosiderophores, citrate, nicotianamine, mugineic acid, or in the form of free iron ions. Recent work further elucidates that these genes’ response to iron deficiency are tightly controlled at transcriptional and posttranscriptional levels to maintain iron homeostasis. Moreover, increasing evidences shed light on certain factors that are identified to be interconnected and integrated to adjust iron deficiency. In this review, we highlight the molecular and physiological bases of iron acquisition from soil to plants and transport mechanisms for tolerating iron deficiency in dicotyledonous plants and rice.",2019.0,51,122,178,121,International Journal of Molecular Sciences,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6566170, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,International Journal of Molecular Sciences,"Review, JournalArticle","Chemistry, Medicine",4,0.8214779
2174a2c46e9d93428679245579c7c916d2d6e379,Extensive genic and allelic heterogeneity underlying inherited retinal dystrophies in Mexican patients molecularly analyzed by next‐generation sequencing,"Retinal dystrophies (RDs) are one of the most genetically heterogeneous monogenic disorders with ~270 associated loci identified by early 2019. The recent application of next‐generation sequencing (NGS) has greatly improved the molecular diagnosis of RD patients. Genetic characterization of RD cohorts from different ethnic groups is justified, as it would improve the knowledge of molecular basis of the disease. Here, we present the results of genetic analysis in a large cohort of 143 unrelated Mexican subjects with a variety of RDs.",2019.0,17,31,37,57,Molecular Genetics & Genomic Medicine,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6978239, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Molecular Genetics & Genomic Medicine,JournalArticle,"Medicine, Biology",14,0.78037703
d939068ecb9b03cdba49b6ac113b62c65ab62e61,Large Davydov Splitting and Strong Fluorescence Suppression: An Investigation of Exciton Delocalization in DNA-Templated Holliday Junction Dye Aggregates.,"Exciton delocalization in dye aggregate systems is a phenomenon that is revealed by spectral features, such as Davydov splitting, J- and H-aggregate behavior, and fluorescence suppression. Using DNA as an architectural template to assemble dye aggregates enables specific control of the aggregate size and dye type, proximal and precise positioning of the dyes within the aggregates, and a method for constructing large, modular two- and three-dimensional arrays. Here, we report on dye aggregates, organized via an immobile Holliday junction DNA template, that exhibit large Davydov splitting of the absorbance spectrum (125 nm, 397.5 meV), J- and H-aggregate behavior, and near-complete suppression of the fluorescence emission (∼97.6% suppression). Because of the unique optical properties of the aggregates, we have demonstrated that our dye aggregate system is a viable candidate as a sensitive absorbance and fluorescence optical reporter. DNA-templated aggregates exhibiting exciton delocalization may find application in optical detection and imaging, light-harvesting, photovoltaics, optical information processing, and quantum computing.",2018.0,17,38,62,75,Journal of Physical Chemistry A,True,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1021/acs.jpca.7b12668?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1021/acs.jpca.7b12668, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GREEN,The journal of physical chemistry. A,JournalArticle,"Chemistry, Medicine",8,0.84244645
3357d997099482eaab5ab57525c91edf514c4a83,Epigenetic Modifications and Head and Neck Cancer: Implications for Tumor Progression and Resistance to Therapy,"Head and neck squamous carcinoma (HNSCC) is the sixth most prevalent cancer and one of the most aggressive malignancies worldwide. Despite continuous efforts to identify molecular markers for early detection, and to develop efficient treatments, the overall survival and prognosis of HNSCC patients remain poor. Accumulated scientific evidences suggest that epigenetic alterations, including DNA methylation, histone covalent modifications, chromatin remodeling and non-coding RNAs, are frequently involved in oral carcinogenesis, tumor progression, and resistance to therapy. Epigenetic alterations occur in an unsystematic manner or as part of the aberrant transcriptional machinery, which promotes selective advantage to the tumor cells. Epigenetic modifications also contribute to cellular plasticity during tumor progression and to the formation of cancer stem cells (CSCs), a small subset of tumor cells with self-renewal ability. CSCs are involved in the development of intrinsic or acquired therapy resistance, and tumor recurrences or relapse. Therefore, the understanding and characterization of epigenetic modifications associated with head and neck carcinogenesis, and the prospective identification of epigenetic markers associated with CSCs, hold the promise for novel therapeutic strategies to fight tumors. In this review, we focus on the current knowledge on epigenetic modifications observed in HNSCC and emerging Epi-drugs capable of sensitizing HNSCC to therapy.",2017.0,38,89,138,193,International Journal of Molecular Sciences,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5535996, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,International Journal of Molecular Sciences,"Review, JournalArticle","Biology, Medicine",3,0.74536395
c0f598b9fb8c490bcf632786f88b88795be96aa9,"Virtual Design in Organic Electronics: Screening of a Large Set of 1,4-Bis(phenylethynyl)benzene Derivatives as Molecular Semiconductors","In this work, we have theoretically studied the electronic properties of a large series of 1,4-bis(phenylethynyl)benzene derivatives, with the chemical formula Y–C≡C–X–C≡C–Y, with X and Y being aromatic rings and chosen to act as donor and acceptor moieties. Employing state-of-the-art DFT calculations, we analyzed a set of relevant electronic properties related to the optoelectronic and semiconductor character of these systems, namely, molecular and energy levels, electron affinity, ionization potential, reorganization energy, and electronic coupling between neighboring molecules forming dimers, obtained after evaluation of binding energy landscapes. The latter energy magnitude is needed to disclose first the favored intermolecular interactions (i.e., the lowest binding energy) to concomitantly estimate next the charge transport rates. The systematic screening performed allowed us to anticipate the possible use of some of these derivatives as p-type, n-type, or even ambipolar organic molecular semiconductors.",2017.0,6,11,12,103,,True,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1021/ACS.JPCC.7B07284?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1021/ACS.JPCC.7B07284, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GREEN,Journal of Physical Chemistry C,,Chemistry,5,0.8275664
3052cd668f13a02d0b86a72f61e0b6f6f9495e67,"Quantum Interference Effects in Charge Transport through Single-Molecule Junctions: Detection, Manipulation, and Application.","Quantum interference effects (QIEs), which offer unique opportunities for the fine-tuning of charge transport through molecular building blocks by constructive or destructive quantum interference, have become an emerging area in single-molecule electronics. Benefiting from the QIEs, charge transport through molecular systems can be controlled through minor structural and environmental variations, which cause various charge transport states to be significantly changed from conductive to insulative states and offer promising applications in future functional single-molecule devices. Although QIEs were predicted by theoreticians more than two decades ago, only since 2011 have the challenges in ultralow conductance detection originating from destructive quantum interference been overcome experimentally. Currently, a series of single-molecule conductance investigations have been carried out experimentally to detect constructive and destructive QIEs in charge transport through various types of molecular junctions by altering molecular patterns and connectivities. Furthermore, the use of QIEs to tune the properties of charge transport through single-molecule junctions using external gating shows vital potential in future molecular electronic devices. The experimental and theoretical investigations of QIEs offer new fundamental understanding of the structural-electronic relationships in molecular devices and materials at the nanoscale. In this Account, we discuss our progress toward the experimental detection, manipulation, and further application of QIEs in charge transport through single-molecule junctions. These experiments were carried out continuously in our previous group at the University of Bern and in our lab at Xiamen University. As a result of the development of mechanically controllable break junction (MCBJ) and scanning tunneling microscope break junction (STM-BJ) techniques, we could detect ultralow charge transport through the cross-conjugated anthraquinone center, which was one of the earliest experimental studies of QIEs. In close cooperation with organic chemists and theoretical physicists, we systematically investigated charge transport through single-molecule junctions originating from QIEs in conjugated centers ranging from simple single benzene to polycyclic aromatic hydrocarbons (PAHs), heteroaromatics, and even complicated metalla-aromatics at room temperature. Then we further investigated the quantitative correlation between molecular structure and quantum interference by altering different molecular patterns and connectivities in homologous series of PAHs and heteroatom systems. Additionally, external chemical and electrochemical gating of single-molecule devices can be used for direct QIE manipulation via not only tuning molecular conjugation but also shifting the electrode Fermi level. Our study further suggested that distinguishable differences in conductance resulting from QIEs offer opportunities to detect photothermal reaction kinetics and to recognize isomers at the single-molecule scale. These investigations demonstrate the universality of QIEs in charge transport through various molecular building blocks. Moreover, effective manipulation of QIEs leads to various novel phenomena and promising applications in molecular electronic devices.",2018.0,61,91,137,51,Accounts of Chemical Research,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1021/acs.accounts.8b00429?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1021/acs.accounts.8b00429, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,Accounts of chemical research,JournalArticle,"Medicine, Materials Science",4,0.80415916
7b804d0c9b9eca96259e3448d3311c9509663c88,An Organolanthanide Building Block Approach to Single-Molecule Magnets.,"Single-molecule magnets (SMMs) are highly sought after for their potential application in high-density information storage, spintronics, and quantum computing. SMMs exhibit slow relaxation of the magnetization of purely molecular origin, thus making them excellent candidates towards the aforementioned applications. In recent years, significant focus has been placed on the rare earth elements due to their large intrinsic magnetic anisotropy arising from the near degeneracy of the 4f orbitals. Traditionally, coordination chemistry has been utilized to fabricate lanthanide-based SMMs; however, heteroatomic donor atoms such as oxygen and nitrogen have limited orbital overlap with the shielded 4f orbitals. Thus, control over the anisotropic axis and induction of f-f interactions are limited, meaning that the performance of these systems can only extend so far. To this end, we have placed considerable attention on the development of novel SMMs whose donor atoms are conjugated hydrocarbons, thereby allowing us to perturb the crystal field of lanthanide ions through the use of an electronic π-cloud. This approach allows for fine tuning of the anisotropic axis of the molecule, allowing this method the potential to elicit SMMs capable of reaching much larger values for the two vital performance measurements of an SMM, the energy barrier to spin reversal (Ueff), and the blocking temperature of the magnetization (TB). In this Account, we describe our efforts to exploit the inherent anisotropy of the late 4f elements; namely, Dy(III) and Er(III), through the use of cyclooctatetraenyl (COT) metallocenes. With respect to the Er(III) derivatives, we have seen record breaking success, reaching blocking temperatures as high as 14 K with frozen solution magnetometry. These results represent the first example of such a high TB being observed for a system with only a single spin center, formally known as a single-ion magnet (SIM). Our continued interrelationship between theoretical and experimental chemistry allows us to shed light on the mechanisms and electronic properties that govern the slow relaxation dynamics inherent to this unique set of SMMs, thus providing insight into the role by which both symmetry and crystal field effects contribute to the magnetic properties. As we look to the future success of such materials in practical devices, we must gain an understanding of how the 4f elements communicate magnetically, a subject upon which there is still limited knowledge. As such, we have described our work on coupling mononuclear metallocenes to generate new dinuclear SMMs. Through a building block approach, we have been able to gain access to new double,- triple- and quadruple-decker complexes that possess remarkable properties; exhibiting TB of 12 K and Ueff above 300 K. Our goal is to develop a fundamental platform from which to study 4f coupling, while maintaining and enhancing the strict axiality of the anisotropy of the 4f ions. This Account will present a successful strategy employed in the production of novel and high-performing SMMs, as well as a clear overview of the lessons learned throughout.",2016.0,50,75,110,40,Accounts of Chemical Research,False,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1021/acs.accounts.6b00100?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1021/acs.accounts.6b00100, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,Accounts of chemical research,"JournalArticle, Review","Chemistry, Medicine",2,0.7550023
9dbc086c65841c66ecabd7ba11797210d970a8df,Molecular Implications of Natriuretic Peptides in the Protection from Hypertension and Target Organ Damage Development,"The pathogenesis of hypertension, as a multifactorial trait, is complex. High blood pressure levels, in turn, concur with the development of cardiovascular damage. Abnormalities of several neurohormonal mechanisms controlling blood pressure homeostasis and cardiovascular remodeling can contribute to these pathological conditions. The natriuretic peptide (NP) family (including ANP (atrial natriuretic peptide), BNP (brain natriuretic peptide), and CNP (C-type natriuretic peptide)), the NP receptors (NPRA, NPRB, and NPRC), and the related protease convertases (furin, corin, and PCSK6) constitute the NP system and represent relevant protective mechanisms toward the development of hypertension and associated conditions, such as atherosclerosis, stroke, myocardial infarction, heart failure, and renal injury. Initially, several experimental studies performed in different animal models demonstrated a key role of the NP system in the development of hypertension. Importantly, these studies provided relevant insights for a better comprehension of the pathogenesis of hypertension and related cardiovascular phenotypes in humans. Thus, investigation of the role of NPs in hypertension offers an excellent example in translational medicine. In this review article, we will summarize the most compelling evidence regarding the molecular mechanisms underlying the physiological and pathological impact of NPs on blood pressure regulation and on hypertension development. We will also discuss the protective effect of NPs toward the increased susceptibility to hypertensive target organ damage.",2019.0,24,42,53,88,International Journal of Molecular Sciences,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6412747, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,International Journal of Molecular Sciences,"Review, JournalArticle",Medicine,4,0.79113644
47463b3eb9ec77c9afe85624eebf174e1a672a02,Single-cell transcriptome atlas of lung adenocarcinoma featured with ground glass nodules,"As an early type of lung adenocarcinoma, ground glass nodule (GGN) has been detected increasingly and now accounts for most lung cancer outpatients. GGN has a satisfactory prognosis and its characteristics are quite different from solid adenocarcinoma (SADC). We compared the GGN adenocarcinoma (GGN-ADC) with SADC using the single-cell RNA sequencing (scRNA-seq) to fully understand GGNs. The tumor samples of five patients with lung GGN-ADCs and five with SADCs underwent surgery were digested to a single-cell suspension and analyzed using 10× Genomic scRNA-seq techniques. We obtained 60,459 cells and then classified them as eight cell types, including cancer cells, endothelial cells, fibroblasts, T cells, B cells, Nature killer cells, mast cells, and myeloid cells. We provided a comprehensive description of the cancer cells and stromal cells. We found that the signaling pathways related to cell proliferation were downregulated in GGN-ADC cancer cells, and stromal cells had different effects in GGN-ADC and SADC based on the analyses of scRNA-seq results. In GGN-ADC, the signaling pathways of angiogenesis were downregulated, fibroblasts expressed low levels of some collagens, and immune cells were more activated. Furthermore, we used flow cytometry to isolate the cancer cells and T cells in 12 GGN-ADC samples and in an equal number of SADC samples, including CD4 + T and CD8 + T cells, and validated the expression of key molecules by quantitative real-time polymerase chain reaction analyses. Through comprehensive analyses of cell phenotypes in GGNs, we provide deep insights into lung carcinogenesis that will be beneficial in lung cancer prevention and therapy.",2020.0,34,54,56,51,Cell Discovery,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC7536439, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Cell Discovery,JournalArticle,"Medicine, Biology",16,0.6769941
19060dfdae484928e56b132c16baeb875d6eb6eb,Epi-illumination SPIM for Volumetric Imaging with High Spatial-temporal Resolution,"We designed an epi-illumination SPIM system that uses a single objective and has a sample interface identical to that of an inverted fluorescence microscope with no additional reflection elements. It achieves subcellular resolution and single-molecule sensitivity, and is compatible with common biological sample holders, including multi-well plates. We demonstrated multicolor fast volumetric imaging, single-molecule localization microscopy, parallel imaging of 16 cell lines and parallel recording of cellular responses to perturbations. Epi-illumination SPIM enables fast, volumetric, high-resolution, subcellular imaging of any sample compatible with a standard inverted fluorescence microscope.",2019.0,66,104,129,32,Nature Methods,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6557432, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GREEN,Nature methods,JournalArticle,"Materials Science, Medicine",14,0.71385205
2ceff19a8380363188e6bad8e78e4abadf2d5502,On-surface Synthesis and Characterization of Triply-fused Porphyrin-Graphene Nanoribbon Hybrids.,"On-surface synthesis offers a versatile approach to fabricate novel carbon-based nanostructures that cannot be obtained via conventional solution chemistry. Within the family of such nanomaterials, graphene nanoribbons (GNRs) hold a privileged position due to their high potential for a variety of applications. One of the key issues for their application in molecular electronics lies in the fine-tuning of their electronic properties through structural modifications, such as heteroatom doping or the incorporation of non-benzenoid rings. In this context, the covalent fusion of GNRs and porphyrins (Pors) represents a highly appealing strategy. In this work, we present the selective on-surface synthesis of a Por-GNR hybrid, which consists of two Pors connected by a short GNR segment. The atomically precise structure of the obtained dimer has been unambiguously characterized by bond-resolved scanning tunneling microscopy (STM) and noncontact atomic force microscopy (nc-AFM). The electronic properties of the dimer have been investigated by STS in combination with DFT calculations, which reveals a low electronic gap of 0.4 eV.",2019.0,26,38,42,55,Angewandte Chemie,True,"Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1002/anie.201913024?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/anie.201913024, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",CLOSED,Angewandte Chemie,JournalArticle,Medicine,11,0.8148656
2e2d6def6ea864674e251c09ab93639270112b22,Single molecule tracking of Ace1p in Saccharomyces cerevisiae defines a characteristic residence time for non-specific interactions of transcription factors with chromatin,"In vivo single molecule tracking has recently developed into a powerful technique for measuring and understanding the transient interactions of transcription factors (TF) with their chromatin response elements. However, this method still lacks a solid foundation for distinguishing between specific and non-specific interactions. To address this issue, we took advantage of the power of molecular genetics of yeast. Yeast TF Ace1p has only five specific sites in the genome and thus serves as a benchmark to distinguish specific from non-specific binding. Here, we show that the estimated residence time of the short-residence molecules is essentially the same for Hht1p, Ace1p and Hsf1p, equaling 0.12–0.32 s. These three DNA-binding proteins are very different in their structure, function and intracellular concentration. This suggests that (i) short-residence molecules are bound to DNA non-specifically, and (ii) that non-specific binding shares common characteristics between vastly different DNA-bound proteins and thus may have a common underlying mechanism. We develop new and robust procedure for evaluation of adverse effects of labeling, and new quantitative analysis procedures that significantly improve residence time measurements by accounting for fluorophore blinking. Our results provide a framework for the reliable performance and analysis of single molecule TF experiments in yeast.",2016.0,14,33,53,37,Nucleic Acids Research,True,"Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5137432, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.",GOLD,Nucleic Acids Research,JournalArticle,"Medicine, Biology",8,0.76384425
